actor_1_name,actor_1_facebook_likes
James Arnold Taylor,296.00
Jami Gertz,847.00
Frederic Forrest,236.00
David Hemmings,178.00
Louisa Milwood-Haigh,6.00
Max Beesley,218.00
Sung-kee Ahn,15.00
Casey Siemaszko,107.00
Clive Standen,687.00
Orla Fitzgerald,8.00
Madhuri Dixit,551.00
Deborah Kerr,426.00
Bergüzar Korel,197.00
Jim Henson,985.00
Lindsay Price,499.00
Angela Cartwright,209.00
Howard Morris,161.00
Steven Christopher Parker,150.00
Frances Lee McCain,107.00
Megan Burns,32.00
Marques Houston,363.00
Lynn Whitfield,434.00
David Denman,332.00
Lola Glaudini,342.00
Dabney Coleman,345.00
Natalie Stephany Aguilar,163.00
George Lazenby,314.00
Heather Langenkamp,449.00
Sean Michael Afable,801.00
Richard Howland,290.00
Omar Metwally,277.00
Ben Falcone,265.00
Vince Vieluf,261.00
Robbie Kay,629.00
Laurel Holloman,273.00
Marina Sirtis,649.00
Mick Lally,5.00
Karen Pittman,12.00
Tony Devon,257.00
Larry Drake,513.00
Chris Owen,526.00
Zen McGrath,63.00
Takeshi Kusao,5.00
Roy Dupuis,265.00
Josh Henderson,920.00
Ruby Lin,20.00
Lucy Fry,206.00
Mark Wingett,524.00
Helena Mattsson,505.00
Anita Mui,147.00
Reda Kateb,154.00
Paul Gross,329.00
Brenda Strong,266.00
Edouard Baer,59.00
Om Puri,163.00
Michael McElhatton,415.00
Nathin Butler,65.00
Mary Goggin,249.00
Elyas M'Barek,150.00
Aki Aleong,284.00
Lois Maxwell,177.00
Cynthia Rhodes,174.00
Ian Mune,18.00
Geoffrey Holder,547.00
Sakina Jaffrey,109.00
Michael J. Burg,68.00
Hervé Villechaize,387.00
Shauna Macdonald,239.00
Michael Jordan,366.00
Allison Miller,479.00
Mary Tyler Moore,524.00
Ken Foree,649.00
Rick Fox,256.00
Matthew McGrory,340.00
Elizabeth MacRae,29.00
Fred Melamed,105.00
Teddy Sears,343.00
Barbara Hershey,618.00
George Wendt,412.00
Martin Henderson,579.00
David Gulpilil,93.00
Nathaniel Lees,43.00
Preity Zinta,860.00
Randy Couture,518.00
Tim Guinee,259.00
Cheryl Ladd,476.00
Terence Hill,750.00
Isabelle Nanty,54.00
Chris Pontius,218.00
Susie Abromeit,216.00
Casey Affleck,0.00
Yuriy Tsurilo,4.00
David Della Rocco,333.00
Wendee Lee,62.00
Kate Higgins,35.00
Justin Edward Seale,147.00
Johanna Wokalek,66.00
Jason Cerbone,83.00
Mélissa Désormeaux-Poulin,66.00
Silvio Muccino,29.00
Brendan Coyle,418.00
Fernanda Machado,39.00
Magda Szubanski,46.00
Lloyd Avery II,26.00
Rosanna DeSoto,63.00
Len Cariou,167.00
Marin Hinkle,230.00
Paula Kelly,112.00
Juliane Köhler,36.00
Sara-Marie Maltha,2.00
Chulpan Khamatova,51.00
Mark Bazeley,54.00
Fortunato Cerlino,9.00
Stevie Wonder,328.00
Ted Cassidy,566.00
Glynis Johns,279.00
George Chakiris,271.00
Rodney Dangerfield,573.00
Kelly Jo Minter,101.00
John D'Leo,245.00
Ossie Davis,282.00
Richard Norton,155.00
Tuppence Middleton,888.00
Tamara Glynn,256.00
Brandon Smith,106.00
Daryl Hannah,0.00
Annette Badland,497.00
Windell Middlebrooks,308.00
Jason Dohring,828.00
Miriam Shor,261.00
Ryan Bollman,91.00
Monda Scott,77.00
Lynne Thigpen,230.00
Warren Oates,288.00
Michael Elphick,34.00
Bryan Dick,104.00
Kari Wuhrer,514.00
Kendrick Cross,529.00
Nathalie Baye,67.00
Diane Ladd,206.00
Pat Buchanan,2.00
Sean Cook,816.00
Blake Ritson,432.00
Leslie Carlson,20.00
Shawn Parsons,485.00
Tygo Gernandt,20.00
Paul Scofield,94.00
John Billingsley,323.00
Nathan Jones,635.00
Belinda Stewart-Wilson,223.00
Parminder Nagra,528.00
Wayne Brady,378.00
Mithun Chakraborty,284.00
Pablo Rosso,9.00
Alexis Biesiada,11.00
Richard Bull,742.00
Avery Schreiber,110.00
François Berléand,86.00
Luke Kirby,210.00
Kati Outinen,67.00
Albert Dupontel,46.00
Hitoshi Matsumoto,17.00
Cree Kelly,39.00
Synnøve Macody Lund,52.00
Adam Butcher,259.00
Jessica Chastain,0.00
Bill Erwin,191.00
Bipasha Basu,282.00
John Gallagher Jr.,338.00
Amiah Miller,509.00
Jessica Lindsey,89.00
Brendon Eggertsen,119.00
Jean Simmons,422.00
Robert J. Wilke,53.00
Gloria Sandoval,358.00
Rory Cochrane,407.00
Jack Thompson,155.00
Constance Shulman,804.00
Edwin Hodge,200.00
Cameron Mills,694.00
Lindsay Wagner,970.00
Peter Mark Richman,120.00
Kim Darby,152.00
Daniel Giménez Cacho,43.00
Clifton James,189.00
Kathleen Kinmont,120.00
Deborah Foreman,190.00
William Sanderson,400.00
Ryan Robbins,270.00
Claire Geare,78.00
George Sanders,333.00
Helen Hayes,164.00
Colleen O'Shaughnessey,45.00
Stéphane Rousseau,28.00
Kerr Smith,591.00
Carl Weathers,794.00
Matt Berry,572.00
Guillaume Denaiffe,0.00
Michael Lonsdale,135.00
Tim Thomerson,162.00
Bobby Batson,849.00
Jane Adams,280.00
Mia Kirshner,971.00
Tim Russ,625.00
Darryl Cox,96.00
Bhoomika Chawla,45.00
Megan Ambuhl Graner,0.00
Don Gordon,59.00
Paul Fix,116.00
Marc Trottier,680.00
Patch Darragh,309.00
Daniel Stewart Sherman,29.00
Jacqueline Bisset,522.00
Sandra Staggs,21.00
Tony Corvillo,93.00
Doug Bradley,337.00
John Stamos,2000.00
Cyndi Lauper,732.00
Irène Jacob,316.00
Sofia Black-D'Elia,266.00
Cody Howard,763.00
Ivan Barnev,12.00
Takashi Miike,1000.00
Lukas Haas,733.00
Lou Perryman,28.00
Bob Dylan,476.00
Isild Le Besco,40.00
Diganth,0.00
Gary Farmer,580.00
Jacques Gamblin,52.00
Douglas Smith,480.00
Matthew Sunderland,10.00
Bubba Smith,760.00
Christopher Atkins,511.00
James Fleet,398.00
Richard Basehart,169.00
Indiana Evans,560.00
Kevin Michael Richardson,441.00
Jeanne Crain,135.00
Juan Luis Galiardo,26.00
Sarah Drew,416.00
Gerardo Taracena,154.00
Fedja van Huêt,20.00
Yeong-ae Lee,126.00
Clovis Fouin,12.00
Anthony Chau-Sang Wong,96.00
Dominique McElligott,356.00
Artyom Bogucharskiy,2.00
Sana Saeed,82.00
Dove Cameron,570.00
Sameer Ali Khan,26.00
Jonathan Crombie,517.00
Michael J. Morris,298.00
James Fox,146.00
Rawiri Paratene,20.00
Claude-Oliver Rudolph,9.00
Cara Delevingne,559.00
Aleksey Chadov,28.00
Susan Clark,95.00
Duane Jones,108.00
Dorothy Lamour,178.00
Harold Gould,222.00
Katy Jurado,119.00
Lorelei Linklater,193.00
Dr. Dre,231.00
Kevin McCarthy,403.00
William Hickey,246.00
Alan Taylor,12.00
Aaron Hughes,113.00
Gina McKee,291.00
Balinese Tari Legong Dancers,0.00
Eva LaRue,576.00
Leos Carax,227.00
Kathleen Robertson,774.00
Jordan Trovillion,163.00
Alan Williams,29.00
Danny Arroyo,575.00
Enrique Villén,27.00
Michael Cerveris,238.00
Tiffany Thornton,248.00
Clemens Schick,29.00
Angelo Tsarouchas,246.00
Elena Lyadova,45.00
Bonnie Lee Bouman,11.00
Marian Marsh,12.00
Shannon Woodward,637.00
Jessica McNamee,129.00
Rachel Sterling,134.00
Susannah York,269.00
George Reeves,384.00
Reece Ritchie,236.00
Howard Keel,244.00
Seu Jorge,69.00
Reginald Owen,78.00
Susan Blommaert,64.00
Jamie Farr,421.00
Barnard Hughes,89.00
Lloyd Bridges,575.00
Larenz Tate,582.00
Peter Finch,139.00
Kate Dickie,191.00
Master P,118.00
Frank Vincent,356.00
Lynn Redgrave,258.00
Soledad Villamil,88.00
Gloria Votsis,209.00
Dan Hicks,328.00
Zaide Silvia Gutiérrez,16.00
Johanna Mørck,4.00
Mykel Shannon Jenkins,294.00
Christian Campbell,168.00
Ash Cook,133.00
Jerry Brown,3.00
Shelly Varod,145.00
Joe Egan,53.00
Sofie Gråbøl,108.00
Adrian Gonzalez,69.00
Matt Gerald,585.00
John Simm,472.00
Rus Blackwell,144.00
Alexandra Rapaport,69.00
Darren McGavin,577.00
Perry King,251.00
Agame Malembo-Emene,2.00
Terry Walters,390.00
Wilson Guerrero,11.00
Gert Fröbe,202.00
Lionel Barrymore,275.00
Molly Ephraim,332.00
Daoming Chen,10.00
Robert Rusler,359.00
Adelaide Kane,810.00
Victoria Leigh,419.00
Mikki Padilla,65.00
Gregory Sierra,162.00
Eric Stuart,82.00
Ron Palillo,316.00
Sessue Hayakawa,119.00
Leslie Jordan,805.00
Lila Kedrova,16.00
LisaGay Hamilton,178.00
Deon Richmond,209.00
Seth Green,0.00
Walter Brennan,376.00
Jimmy Jean-Louis,407.00
Ariane Labed,63.00
Robert Neary,168.00
A. Michael Baldwin,174.00
Jessica De Gouw,476.00
Lisa Ray,329.00
Jack Albertson,177.00
Zach Galligan,233.00
George Hamilton,341.00
Stuart Margolin,350.00
Grace Gummer,481.00
Nambitha Mpumlwana,64.00
Joe Howard,26.00
Ji-tae Yu,78.00
Michael Bolten,399.00
Robb Wells,324.00
Héctor Jiménez,327.00
Kevin Gage,366.00
Harry Treadaway,260.00
Megalyn Echikunwoke,476.00
Megan Hilty,341.00
William Atherton,317.00
Amanda Mealing,37.00
Kostja Ullmann,38.00
Betsy Russell,298.00
Patti LuPone,325.00
Darren Keefe Reiher,27.00
Kristi Clainos,124.00
Ashley Martin,302.00
Alex Meraz,606.00
Sarah Rafferty,810.00
David Bianchi,715.00
Shantel VanSanten,747.00
Brooke Newton,779.00
Jack Taylor,39.00
Cybill Shepherd,536.00
Matheus Nachtergaele,14.00
Glenn Ford,416.00
Patrick Bauchau,158.00
Patrick Brammall,96.00
Gregory Cruz,234.00
Paula Jai Parker,247.00
Joe E. Brown,103.00
Terry,421.00
Sanjay Dutt,426.00
Patricia Richardson,222.00
Kelly Reno,81.00
Neeru Bajwa,85.00
Frank Hvam,33.00
Cesar Romero,370.00
Ariane Schluter,3.00
Tom Everett,84.00
Agata Trzebuchowska,64.00
Laurie Metcalf,549.00
Gabrielle Reece,52.00
Nacho Vigalondo,76.00
Nick Searcy,272.00
Joel Fuhrman,2.00
Zackary Steven Graham,118.00
Melvyn Douglas,189.00
La'Princess Jackson,309.00
Michael Weston,379.00
Hans Weingartner,12.00
Michel Côté,16.00
Ato Essandoh,265.00
Christopher Simpson,41.00
Joshua Ormond,291.00
Tal Bachman,4.00
Diana Scarwid,157.00
Carly Schroeder,261.00
Emily Pearson,12.00
Rüdiger Vogler,10.00
Cecilia Pillado,625.00
Emmanuel Kabongo,677.00
Kevin Leslie,159.00
Basil Rathbone,659.00
Deems Taylor,0.00
Sebastian Aguilar,0.00
Dana Kimmell,31.00
Melanie Kinnaman,27.00
Kayla Ewell,399.00
Greer Garson,284.00
Ethan Peck,800.00
Zohra Segal,79.00
Daniel Kash,52.00
Per Christian Ellefsen,21.00
Arturo Castro,22.00
Martha Higareda,718.00
David Proval,354.00
Michael Chapman,366.00
Maria Doyle Kennedy,308.00
Daniela Bianchi,201.00
Jessica Dublin,30.00
Alan Autry,360.00
John Beck,66.00
Ruby Harris,189.00
Brock Peters,226.00
Brendan Sexton III,148.00
Julia Taylor Ross,44.00
Ulrich Mühe,284.00
Charles Linton,6.00
Albert Delpy,8.00
Jorge Salinas,79.00
Sarah Clarke,482.00
Celeste Holm,297.00
Shelley Waggener,248.00
Brendan Mackey,5.00
George W. Bush,125.00
Emily Ratajkowski,625.00
Gano Grills,147.00
Tawny Kitaen,194.00
Peter Stickles,51.00
Ronny Dayag,0.00
Dick Cheney,21.00
Buzz Aldrin,142.00
Krysta Rodriguez,131.00
Nathan Parsons,357.00
Stephane Gauger,3.00
Bobby Deol,89.00
Neil Maskell,246.00
Sanjay Mishra,85.00
Jansen Panettiere,488.00
Kent McCord,196.00
Michael McLafferty,152.00
Kenneth Nkosi,18.00
Sean Rogerson,113.00
Tommy Knight,94.00
William Lee Scott,167.00
Tim Rice,27.00
Charlotte Rae,430.00
Linus Roache,303.00
Mario Cimarro,453.00
Everett Sloane,29.00
Ben Schwartz,463.00
Lex Barker,57.00
Zero Mostel,164.00
Eddie Vedder,562.00
Wray Crawford,418.00
Michael Aaron Milligan,1000.00
Anthony Edwards,495.00
Mike 'The Miz' Mizanin,217.00
Ahmed Hassan,10.00
Lizzie Brocheré,323.00
Remo,168.00
Philippe Petit,27.00
Peter Feeney,40.00
Adam Ratcliffe,606.00
Ashley Bell,400.00
Ophelia Lovibond,548.00
Ana Claudia Talancón,163.00
Gina Montana,458.00
Paul Williams,356.00
David Patrick Kelly,380.00
Bill Irwin,471.00
T.R. Silambarasan,77.00
J.J. Abrams,14000.00
Lhakpa Dorji,0.00
Jim Backus,399.00
Luke Edwards,258.00
Keenan Tracey,108.00
Ludger Pistor,37.00
Will Estes,461.00
CJ Adams,450.00
Chris Cleveland,42.00
Gordon Jump,70.00
Natalie Press,46.00
Ann Miller,302.00
Ben Johnson,230.00
Michael Welch,611.00
Clifton Powell,469.00
Adel Karam,4.00
Pixie Davies,51.00
Lior Ashkenazi,30.00
Revathy,96.00
Marisa Coughlan,163.00
Gage Golightly,253.00
Donald Gibb,403.00
Leo Fitzpatrick,202.00
Elizabeth Meriwether,25.00
Jennifer Westfeldt,321.00
T.J. Storm,454.00
Rhonda Fleming,239.00
Gastón Pauls,22.00
Yuval Diskin,0.00
Salvator Xuereb,424.00
Theresa Russell,243.00
Lisa Brave,191.00
Jeff Garlin,522.00
Stanley Blystone,8.00
Jim O'Heir,485.00
Jenny O'Hara,189.00
John Arcilla,8.00
Georgina Reilly,98.00
Joey Lauren Adams,781.00
Jaime Zevallos,228.00
Bruce Hopkins,46.00
Jon Hunter,0.00
Sarah Lind,134.00
Joe Armstrong,98.00
Amber Marshall,265.00
Johnny Messner,522.00
Balthazar Getty,418.00
Glen Powell,571.00
Billy Gilbert,47.00
Mercedes Morán,5.00
Gabriel Beristain,70.00
Christina Moore,301.00
Adam DiMarco,382.00
Léa Drucker,4.00
Jonathan Mangum,147.00
Michael Douglas,0.00
Paprika Steen,278.00
Kieu Chinh,24.00
Tucker Smallwood,121.00
Aziz Muradillayev,0.00
Lenore Zann,23.00
Uday Chopra,145.00
Bryan Callen,460.00
Chloe Bridges,516.00
Joan Fontaine,991.00
Adrienne King,121.00
Jane Wyman,160.00
Jenni Rivera,245.00
Jean Peters,79.00
Walter Pidgeon,176.00
Riley Keough,691.00
Elvis Nolasco,372.00
Laura San Giacomo,531.00
Vera Wilson,24.00
Randeep Hooda,209.00
Nigel Bruce,62.00
Luigi Pistilli,34.00
Regina Casé,9.00
Marshall Allman,330.00
Coyote Shivers,44.00
Johnny Amaro,29.00
Antonio Arrué,2.00
Denise Boutte,295.00
Kristin Booth,134.00
Victor Zinck Jr.,91.00
Cleavon Little,434.00
Sabrina Carmichael,500.00
Deirdre Lorenz,350.00
Gary Stretch,404.00
John Jarratt,457.00
CindyMarie Small,4.00
Frank Rautenbach,48.00
Marilyn Norry,95.00
Yayan Ruhian,342.00
Anella Vastola,0.00
Rosie Traynor,5.00
Shazahn Padamsee,22.00
Ron Rifkin,184.00
Renee Olstead,305.00
Jack Lord,275.00
Ingrid Bolsø Berdal,466.00
Ashley Laurence,209.00
Robin Givens,420.00
Naomi Nishida,3.00
Claudiu Trandafir,169.00
Cynthia Myers,46.00
Neville Brand,110.00
Al Gore,68.00
Richard Jaeckel,102.00
Keith Richards,426.00
Alex Lawther,47.00
Eric Schlosser,3.00
Robert Amaya,264.00
Julia Garner,300.00
Jenny Slate,457.00
Michael O'Keefe,238.00
Lou Adler,19.00
Natasha Gregson Wagner,104.00
Anne Heche,695.00
Phyllis Diller,659.00
Saul Williams,38.00
Frank Gerrish,81.00
Manoj Bajpayee,186.00
Dian Bachar,203.00
Scandar Copti,13.00
Cara Seymour,71.00
AJ Michalka,559.00
Herman Koto,3.00
Marv Albert,7.00
Rufus Graham,3.00
Tom Hamann,24.00
Brian Whitaker,8.00
Patsy Kensit,231.00
Louis Mustillo,71.00
James Gunn,571.00
Emily Baldoni,261.00
Alexia Rasmussen,171.00
Paul Blackthorne,645.00
Vanilla Ice,361.00
Mariel Hemingway,288.00
Andrea Vergara,9.00
Ayesha Omar,5.00
Lauren C. Mayhew,157.00
Eddie Albert,196.00
Janette Armand,37.00
Germán Alcarazu,0.00
Marlene Forte,395.00
Sticky Fingaz,207.00
Anslem Richardson,59.00
Alexander Vlahos,334.00
Pierre Dulat,17.00
Chloe Rose,40.00
Shona Kay,211.00
Katia Winter,371.00
David DeLuise,275.00
Gia Mantegna,413.00
Mike Colter,569.00
Robert Kennedy Jr.,28.00
Vlad Ivanov,60.00
Brian Dorton,171.00
G.J. Echternkamp,8.00
David Gallagher,796.00
Reza Sixo Safai,127.00
Melonie Diaz,270.00
Donnie Dunagan,12.00
Rian Bishop,140.00
Christophe Cherki,0.00
Janel Parrish,517.00
D. David Morin,234.00
Johnny Harris,146.00
Christopher Berry,207.00
Leila Hatami,712.00
Stephen McCole,11.00
Ken Leung,502.00
Todd Field,143.00
Francis Lederer,20.00
Melora Walters,188.00
Hilda Bernard,5.00
Tom Guiry,262.00
Eion Bailey,749.00
Kurt Angle,217.00
Stig Frode Henriksen,16.00
Larry Bagby,115.00
Alan Pietruszewski,93.00
Katy Helvenston-Wettengal,0.00
Fred Armisen,424.00
Larry King,135.00
Jake Ryan,128.00
Stefania Sandrelli,90.00
Christel Khalil,72.00
Nichola Burley,233.00
Jennifer Lee Wiggins,134.00
Arthur Agee,6.00
Christopher Toler,23.00
Bruce Altman,67.00
Kara Hayward,524.00
Tristan Mack Wilds,519.00
Akima,282.00
Robinne Lee,170.00
Steffinnie Phrommany,320.00
Lee Armstrong,511.00
Dave Fennoy,338.00
Madison Lintz,385.00
Lorraine Ziff,21000.00
Edward Everett Horton,172.00
Joshua Leonard,170.00
Jimi Hendrix,227.00
Barry Dennen,29.00
David A.R. White,266.00
Matthew Feeney,20.00
Angela Nordeng,371.00
Garba Touré,0.00
Colin Andrews,0.00
Félix Moati,8.00
Spela Colja,0.00
Ken Bevel,153.00
Pant Shirt Baba,0.00
Peter Breck,189.00
Saul Stein,10.00
Hoke Howell,23.00
Eva Carrozza,0.00
Bill Clinton,184.00
Vince McMahon,44.00
Lincoln Hoppe,24.00
Zubaida Sahar,0.00
Peter Riegert,169.00
Ari Gold,27.00
Big Budah,34.00
LisaRaye McCoy,485.00
Ricky Jay,79.00
Minoru Chiaki,8.00
Greg Speirs,9.00
Tina Louise,422.00
Jake Sandvig,172.00
Jack Plotnick,248.00
Amber Benson,326.00
Whitney Able,280.00
Joanne Whalley,507.00
Ann Dowd,185.00
Christa B. Allen,533.00
Zheng Xu,4.00
Jacques Brel,27.00
Rai Alexandra,0.00
Bruce Vilanch,244.00
John McGlothlin,492.00
Tim Abell,317.00
Christian Alvarez,15.00
Randy Jay Burrell,402.00
Jennifer Landa,41.00
Joel Paul Reisig,431.00
Sarah Callan,0.00
Jeff Delaney,169.00
Mark Torgl,11.00
George T. Odom,12.00
Nicholas Farrell,89.00
Dennis L.A. White,251.00
Lloyd Kaufman,365.00
Cheyenne Jackson,469.00
Dick Powell,105.00
Jack Canfield,2.00
Taylor Nichols,74.00
Frida Hallgren,24.00
Ace Marrero,94.00
Eve Plumb,235.00
Ashley Palmer,109.00
Jay Adams,20.00
Jesse Garcia,200.00
Sue Corcoran,14.00
Jonathan Caouette,20.00
Chris Cox,31.00
Paul Elia,709.00
David Warbeck,22.00
Ron Lynch,11.00
Andrew Daly,171.00
Jeff Seymour,64.00
Roshan Seth,61.00
Michelle Nolden,100.00
Ingrid Thulin,132.00
Mae Marsh,22.00
DeForest Kelley,606.00
Bessie Love,28.00
Betsy Baker,66.00
Nora Arnezeder,378.00
Joe Bishop,0.00
Steve James,96.00
Ellen Block,0.00
Tracy Spiridakos,821.00
Natalie Welch,3.00
Lee J. Cobb,259.00
Alan Hale,114.00
Mary Tsoni,37.00
Gary Coleman,633.00
Janet McTeer,277.00
Zinedine Soualem,9.00
Mark Caven,16.00
Lucy,44.00
Anna Karina,257.00
Beatrice Ntuba,0.00
Gloria Foster,99.00
Eli Marienthal,157.00
Eddie Jones,53.00
Alexander Wraith,119.00
Elizabeth Stenholt,503.00
Wilhelm von Homburg,102.00
Joanna Cassidy,317.00
Pierre Prieur,0.00
Carmen Argenziano,338.00
Matt Servitto,260.00
Jason Tobin,26.00
Mike White,487.00
Rizwan Manji,89.00
Nicholas Simmons,553.00
Bill Martone,2.00
Anne Archer,249.00
Charlie Bewley,487.00
Clint Jordan,8.00
Gus Van Sant,835.00
James Norton,340.00
Flaco Navaja,64.00
Natalie Canerday,32.00
Luke Mably,438.00
Samantha Buck,24.00
Mark Hengst,168.00
Lorne Cardinal,53.00
Marty Lindsey,115.00
Derek Brandon,168.00
Kate Flannery,219.00
June Lockhart,427.00
Steve Duin,0.00
Brit Morgan,206.00
Dana Blackstone,96.00
Renée Adorée,12.00
Jacob Zachar,185.00
Brock Baker,297.00
James Lance,161.00
Vivian Lamolli,755.00
Donald Austin,0.00
Nancy Ison,12.00
Cecil Kellaway,40.00
Steve Bisley,76.00
Alex Désert,135.00
Gian Maria Volontè,360.00
Gilbert Roland,85.00
Jasper Johal,0.00
Chris Thomas,21.00
Sebastian Schipper,20.00
Leo Rossi,90.00
Natasha Bedingfield,58.00
Stevan Mena,25.00
Adam Rifkin,89.00
Ryan Kennedy,165.00
Victoria Lachelle,18.00
Bertrand Cantat,0.00
Sylvia Eckhausen,0.00
Evelyn Jefferson,0.00
Jordan Bridges,194.00
Chase Masterson,189.00
Robert Turano,32.00
Robin Bartlett,79.00
Alex Emanuel,375.00
Amir Farrokh Hashemian,35.00
Chris New,75.00
Joie Lee,53.00
Stacie Evans,0.00
Ana Maria Guran,0.00
William Mapother,399.00
Joe Lev,54.00
Aaron Stanford,346.00
Markéta Irglová,96.00
Eugene Roche,23.00
Rowan Isaacson,2.00
Martin Compston,204.00
Bill Allen,36.00
Bill Melendez,36.00
Hugh Ducklow,0.00
Jesse Jane,366.00
Xinhua Jiang,0.00
Pat Boone,91.00
Hassan Johnson,180.00
Mike Birbiglia,128.00
Valentine,0.00
Macha Méril,7.00
Erin Bethea,150.00
Cassidy Gifford,40.00
Jack Nance,158.00
Johnnie Walker,2.00
Keenen Ivory Wayans,322.00
Chuck Mitchell,24.00
Brian Howe,76.00
Gabriela Castillo,134.00
Edmund McMillen,0.00
Adam Rayner,279.00
John Ireland,86.00
Hugh Mun,18.00
Trevor Howard,98.00
Dottie Alexander,0.00
Seth Ackerman,0.00
Clint Mansell,512.00
Meredith Scott Lynn,166.00
Tom Ardavany,184.00
Steve Diasparra,15.00
Amanda Kearsan,0.00
Jason Evers,16.00
Vincent Duvall,87.00
Courtney Bell,28.00
Michael McGlone,111.00
Shailene Garnett,19.00
Jeremy Sande,413.00
Chelse Swain,36.00
David Mersault,9.00
Olivia Cooke,680.00
Greg Aronowitz,20.00
Paul Eenhoorn,571.00
Eddie Rouse,61.00
Christa Miller,467.00
Johnny Walter,507.00
Patricia Raven,114.00
Thomas Brophy,132.00
Kirpatrick Thomas,17.00
Kate Dollenmayer,6.00
Ron Gelner,0.00
Tony Way,95.00
Brian O'Halloran,657.00
Bobby Kendall,0.00
Panchito Gómez,46.00
Richard Linklater,0.00
Mikaal Bates,25.00
Suzi Lorraine,184.00
Lisa Arnold,49.00
Alana Kaniewski,19.00
Olwenya Maina,19.00
Heather Burns,212.00
Jason Trost,91.00
Mink Stole,143.00
Béatrice Dalle,133.00
Nargess Mamizadeh,0.00
Michael Parle,5.00
Anna Nakagawa,13.00
Michael Cortez,20.00
Joe Coffey,98.00
Stanley B. Herman,194.00
David Sullivan,45.00
Edgar Tancangco,0.00
Peter Marquardt,20.00
John Considine,44.00
Caitlin FitzGerald,205.00
Daphne Zuniga,470.00
Valorie Curry,593.00
Maxwell Moody,0.00
Brian Herzlinger,23.00
Stephanie Sigman,161.00
Alan D. Purwin,2000.00
Nicole Scherzinger,718.00
Evan Parke,84.00
Gloria Stuart,794.00
Daniel Cudmore,560.00
B.J. Novak,825.00
Taika Waititi,326.00
Noel Clarke,928.00
Ralph Brown,140.00
Steve Bisley,77.00
Peter Sohn,113.00
Lydia Wilson,105.00
Tom McCarthy,310.00
Casper Crump,103.00
Zakes Mokae,60.00
Phyllis Smith,384.00
Sam Riley,846.00
Bipasha Basu,283.00
Jin Akanishi,982.00
Mary Kay Place,213.00
Thomas Robinson,604.00
Peter Scolari,267.00
Judd Hirsch,535.00
Carolyn Hennesy,191.00
Atsuko Maeda,12.00
Robert Capron,370.00
Ruth Negga,648.00
Laura Brent,59.00
Willow Smith,558.00
Dominic Monaghan,2000.00
Livvy Stubenrauch,490.00
Helmut Bakaitis,30.00
James Lipton,699.00
Niecy Nash,182.00
Lily James,502.00
Art Malik,162.00
Mike Bell,15.00
Matt Craven,256.00
Karan Brar,517.00
Zach Woods,322.00
Sebastian Roché,964.00
David Herman,233.00
Darlene Love,91.00
David Threlfall,168.00
John Diehl,184.00
Andy Richter,179.00
April Winchell,183.00
Amy Sedaris,397.00
August Diehl,282.00
Eddie Baroo,165.00
Della Reese,388.00
Ralph Ineson,159.00
Alfred Enoch,1000.00
Jeffrey Garcia,56.00
John Glover,409.00
Tabu,341.00
Christina Cox,567.00
Nicholas Elia,87.00
Teyonah Parris,157.00
Zoë Bell,1000.00
Rila Fukushima,929.00
Vanessa Hessler,141.00
Jeremy Howard,429.00
Amy Warren,13.00
Tim Heidecker,78.00
Archie Panjabi,884.00
Mini Anden,350.00
Stephanie March,322.00
Olly Alexander,116.00
Chad L. Coleman,741.00
Dwight Schultz,432.00
Madison McKinley,111.00
G.W. Bailey,421.00
Olga Fonda,544.00
Vanessa Matsui,40.00
Aramis Knight,430.00
Spencer Breslin,434.00
Philip Glenister,195.00
Michael Rispoli,385.00
Derek Jeter,107.00
Roma Maffia,383.00
Max Records,279.00
Troy Evans,120.00
Ingrid Bolsø Berdal,467.00
Ben Stein,227.00
Frank Dillane,571.00
Igal Naor,95.00
Patricia Velasquez,591.00
Shigeo Kobayashi,28.00
Roger Bart,465.00
Drake,916.00
Chris Barrie,240.00
Lou Romano,55.00
Matthew Modine,810.00
Harris Yulin,141.00
Al Roker,56.00
Kelly Keaton,117.00
Joey Slotnick,423.00
Kelly Lynch,466.00
June Foray,484.00
Michael Wright,249.00
Velibor Topic,84.00
Kim Delaney,281.00
Will.i.am,350.00
Lex Shrapnel,123.00
Sandahl Bergman,183.00
Rosemarie DeWitt,537.00
Jami Gertz,848.00
Fred Tatasciore,118.00
Hettienne Park,148.00
Sarah Parish,213.00
Lisa Bonet,619.00
Zoe Kazan,963.00
Karl Yune,210.00
Nikki Griffin,159.00
Jsu Garcia,172.00
Max Wright,87.00
Ellen Wong,719.00
Rekha Sharma,106.00
Miguel A. Núñez Jr.,271.00
Rakie Ayola,20.00
Katt Williams,615.00
Tom Hulce,521.00
Brian Steele,160.00
Anthony Reynolds,575.00
Andrew Bryniarski,390.00
Garrick Hagon,110.00
Dalip Singh,421.00
Nellie Sciutto,163.00
Paula Abdul,208.00
Kathryn Joosten,495.00
Charlie Cox,0.00
Sam Lloyd,159.00
William Abadie,38.00
Juan Riedinger,71.00
Michael Potts,67.00
Josh Robert Thompson,375.00
Zahn McClarnon,495.00
Jose Pablo Cantillo,502.00
Michael Brandon,87.00
Dick York,474.00
Russi Taylor,62.00
Josh Stamberg,102.00
Adrian Alonso,163.00
Rosalind Chao,129.00
Julie-Marie Parmentier,8.00
Bart the Bear,904.00
Bruce Thomas,183.00
